"the_geom","Borough","LP_NUMBER","MOST_CURRENT","LM_NAME","EXTENSION","SITE_STATUS","LAST_ACTION","ACTION_NOTES","PUBLIC_HEARING","OTHER_HEARINGS","DESIG_DATE","CALEN_DATE","Shape_Leng","Shape_Area"
"POLYGON ((979915.9200735837 173514.28852000833, 979908.0995511711 173504.2219390869, 979924.2681540102 173491.5579224229, 979899.878767088 173460.340793252, 979833.6525215954 173377.69003991783, 980099.844574511 173166.00772050023, 980036.3778379261 173086.71916517615, 980009.6833375096 173052.55158258975, 979742.8157609999 173264.47176241875, 979726.5185495019 173276.32311667502, 979655.4524186701 173187.13759951293, 979672.5363740027 173172.90895342827, 979608.7126827538 173092.34645050764, 979582.5211340934 173058.82289551198, 979567.0766111761 173071.40193858743, 979560.4752464294 173060.6969075054, 979423.10248968 172890.92100033164, 979439.2930740863 172878.1293592602, 979420.7402896732 172854.49981333315, 979349.0235695839 172765.59907250106, 979741.010974586 172454.05737274885, 979839.2771822512 172576.44886025786, 979902.734076336 172658.7607035041, 979886.5667858422 172671.5680925846, 979950.6086525023 172751.74739417434, 979976.7477078438 172785.02751134336, 979992.220445931 172772.7470240891, 980290.7953080833 173149.96641400456, 980322.7860577554 173191.61790551245, 980323.8119743466 173190.81606984138, 980449.9416433424 173350.7032172531, 980476.7480201721 173384.6844485104, 980493.2693125904 173371.42528867722, 980501.0790082514 173381.4715284258, 980565.334457174 173462.79846550524, 980548.8492539227 173475.67803291976, 980612.7251104265 173555.81402750313, 980620.3087566793 173565.37076692283, 980604.9439580142 173577.54561133683, 980694.3778342605 173691.62576375902, 980351.5491235852 173964.430008173, 980286.372744754 173884.81468184292, 980260.0145297498 173851.3055625111, 980213.181618169 173888.2257642597, 980205.6655570865 173878.80091433227, 980077.293766588 173717.0305685848, 980069.5309868455 173707.18249116838, 980085.0883704275 173695.2835648358, 980058.5346177518 173661.2961000055, 979995.2752298415 173581.17388492823, 979980.2499974221 173593.24341459572, 979945.6191611737 173548.9177158326, 979943.4515145868 173549.9501940906, 979915.9200735837 173514.28852000833))","BK","LP-02622","Yes","Sunset Park South Historic District","No","DESIGNATED","DESIGNATED",,"5/7/2019",,"06/18/2019","01/22/2019","5050.778494651178","735923.0320307635"
"POLYGON ((982456.0088254213 175431.41821591556, 982385.2760272622 175341.4748262614, 982858.7685185969 174965.4834522605, 982916.911446929 174920.05670583248, 983451.2515855879 174496.3800597489, 983523.9781461805 174587.4950350076, 982989.3230475038 175009.09622591734, 982930.1440320015 175054.6112267524, 982865.3557757586 175107.41492691636, 982456.0088254213 175431.41821591556))","BK","LP-02625","Yes","Sunset Park North Historic District","No","DESIGNATED","DESIGNATED",,"5/7/2019",,"06/18/2019","01/22/2019","2952.5136043593316","156791.02589127573"
"POLYGON ((981356.9208005071 174494.6589345932, 980964.8615452498 174806.63600091636, 980803.0111471713 174601.73286741972, 981195.4260447621 174290.73841066658, 981286.1322281808 174405.183063671, 981285.8376093358 174405.34316833317, 981302.3054241687 174426.00454433262, 981330.5730841756 174462.18557433784, 981356.9208005071 174494.6589345932))","BK","LP-02623","Yes","Sunset Park 50th Street Historic District","No","DESIGNATED","DESIGNATED",,"5/7/2019",,"06/18/2019","01/22/2019","1523.3802724781401","130508.48564797004"
"POLYGON ((982063.8278512508 174933.6938176751, 981884.3862810135 174710.8842239231, 981868.88007842 174722.3382692486, 981720.9289307594 174537.1995319277, 982145.0317570865 174202.32881058753, 982108.6824203432 174155.38041366637, 982173.3873434216 174103.4776303321, 982219.3603485972 174067.55939508975, 982209.4689641744 174054.77890883386, 982221.1867885143 174045.34060750902, 982302.4536863416 173980.4709865898, 982363.5834853351 174058.29104092717, 982348.5133055001 174070.7260554284, 982398.1906995922 174133.37586450577, 982424.281198591 174167.41910350323, 982440.9481600076 174154.0667680055, 982448.9425665885 174164.39056625962, 982583.616181761 174335.5936359167, 982503.8633885086 174397.90322259068, 982457.555410251 174434.08294025064, 982548.0050325096 174549.853049919, 982454.8152582496 174622.74069942534, 982323.2873060852 174715.58729851246, 982329.4706926793 174723.14896316826, 982063.8278512508 174933.6938176751))","BK","LP-02624","Yes","Central Sunset Park Historic District","No","DESIGNATED","DESIGNATED",,"5/7/2019",,"06/18/2019","01/22/2019","2847.0857062446908","403642.27168877114"
"POLYGON ((1007533.6594574302 256798.5799563378, 1007513.8150089234 256809.60552483797, 1007505.2425195128 256814.36798250675, 1007490.3442553431 256822.64552500844, 1007467.6166105121 256835.27279633284, 1007445.5041219294 256847.5582048446, 1007419.2380983382 256862.15135151148, 1007396.5353878438 256874.7648433447, 1007366.8143186718 256891.27727749944, 1007330.7963460833 256911.87205259502, 1007290.4014137536 256934.2676770836, 1007297.9686558396 256941.48091726005, 1007301.6340028346 256945.0317631662, 1007311.0132491738 256954.11868725717, 1007313.0467096716 256956.08882766962, 1007323.9656510949 256966.66689050198, 1007324.057842508 256966.7564572543, 1007337.1024358422 256979.3942272514, 1007337.2805850953 256979.5667990893, 1007347.6857480109 256989.6471595019, 1007350.1470291764 256992.03199724853, 1007361.6725966781 257003.1999539286, 1007363.1883416772 257004.66976726055, 1007363.49345918 257004.93223392963, 1007363.7887341678 257005.20782391727, 1007364.0774475038 257005.48997558653, 1007364.3530375063 257005.78525058925, 1007364.6187850088 257006.0870872587, 1007364.8746900111 257006.39876642823, 1007365.11747168 257006.72028808296, 1007365.350410834 257007.0483714193, 1007365.5735075027 257007.3830164224, 1007365.7834808379 257007.72750392556, 1007365.9803308398 257008.07855309546, 1007366.1673383415 257008.43616391718, 1007366.3412225097 257008.80033642054, 1007366.5019833446 257009.16778975725, 1007366.6496208459 257009.54508559406, 1007366.7874158472 257009.92238141596, 1007366.9088066667 257010.3062389195, 1007367.0170741677 257010.69665808976, 1007367.1122183353 257011.08707726002, 1007367.1942391694 257011.48077724874, 1007367.26313667 257011.87775808573, 1007367.3189108372 257012.27801975608, 1007367.3582808375 257012.67828142643, 1007367.3878083378 257013.08182391524, 1007367.4009316713 257013.4820855856, 1007367.3976508379 257013.8856280893, 1007367.3845275044 257014.28917059302, 1007367.3550000042 257014.68943224847, 1007367.3156300038 257015.0929747522, 1007367.2598558366 257015.48995558918, 1007367.1912864298 257015.88693642616, 1007367.1056566685 257016.2806364149, 1007367.010512501 257016.6743364185, 1007366.8989641666 257017.0614747554, 1007366.7775733471 257017.44533225894, 1007366.6397783458 257017.82262809575, 1007366.4921408445 257018.1966430843, 1007366.4639256746 257018.2619316727, 1007366.3313800097 257018.56737725437, 1007366.154215008 257018.93154975772, 1007365.9704883397 257019.28587976098, 1007365.7703575045 257019.63692891598, 1007365.5603841692 257019.98141641915, 1007365.3372875005 257020.31606142223, 1007365.1010675132 257020.64414475858, 1007364.8582858443 257020.9656664282, 1007364.602380842 257021.27734558284, 1007364.3333525062 257021.5791822523, 1007364.0577625036 257021.87117642164, 1007363.772330001 257022.1533280909, 1007363.4737741798 257022.42891809344, 1007363.168656677 257022.69138476253, 1007357.0026585013 257026.1287138462, 1007267.7767870873 257076.0321573317, 1007256.7709035873 257065.3970080018, 1007192.9308081716 257003.70618650317, 1007262.5258133411 256930.47011250257, 1007274.069425419 256918.7037318349, 1007219.1899420023 256866.35836409032, 1007208.1752002537 256877.9492201656, 1007138.5801950842 256951.18562225997, 1007082.2643628418 256896.76611167192, 1007151.890207842 256823.4972293377, 1007163.2215500027 256812.3177897483, 1007199.1994964182 256847.2032186687, 1007244.7502583414 256821.24165642262, 1007412.7417202592 256728.65358699858, 1007475.3580648452 256693.36133475602, 1007482.6297038347 256706.81406375766, 1007533.6594574302 256798.5799563378))","MN","LP-02621","Yes","Park Terrace West-West 217th Street Historic District","No","DESIGNATED","DESIGNATED",,"11/20/2018",,"12/11/2018","09/25/2018","1605.9453539023905","59255.209879727736"
"POLYGON ((999639.2546425909 235661.52019642293, 999616.5909740031 235620.59048825502, 999590.0877461731 235572.72641076148, 999583.533297345 235561.61094741523, 999627.1696930081 235537.42300367355, 999606.4236715138 235498.99493092299, 999556.9418150932 235409.28841742873, 999508.2083167583 235320.93918466568, 999487.1748942584 235282.8076992482, 999464.7700834274 235295.03536508977, 999458.9557905942 235285.0911592543, 999435.0647622645 235242.42917108536, 999407.8725594282 235193.89974059165, 999518.7069834173 235132.59015192091, 999469.0443530977 235043.92005367577, 999449.3905210048 235008.25181792676, 999338.1033420116 235069.32912358642, 999317.6772017628 235080.5397310853, 999310.6247224212 235067.69756516814, 999289.2277835906 235028.87415200472, 999261.2416190952 234978.10095958412, 999364.9513854235 234920.7667566687, 999380.8913141787 234911.9547664225, 999397.2183812559 234902.92886583507, 999413.5434798449 234893.90362142026, 999541.3102846742 234823.27023249865, 999617.5703027546 234781.11152417958, 999632.8353640884 234772.67223659158, 999643.4964320064 234766.77887567878, 999655.457366094 234760.16602800786, 999676.9323887527 234748.29433259368, 999749.5923484266 234708.12544967234, 999791.130651176 234685.1619129181, 999840.5137545019 234774.75819042325, 999847.5006171763 234787.434674263, 999829.6331988424 234797.33622924984, 999849.510455668 234833.4601727575, 999873.839803338 234876.8961095065, 999886.8197642565 234900.069619596, 999899.1757106781 234922.12928675115, 999885.4355806708 234929.7296652496, 999936.8655959219 235021.54837925732, 999957.0840594172 235057.58078750968, 999970.8038482517 235050.00731183589, 999984.0554621667 235042.69433434308, 999990.400593847 235054.47186984122, 1000039.1337640882 235142.82110258937, 1000088.6162766665 235232.52761608362, 1000102.3577190042 235257.12960100174, 1000103.3071921766 235256.60401150584, 1000116.9052620977 235281.0593431741, 1000166.0895469189 235369.8439425081, 1000031.6285297573 235444.28670699894, 999847.9888051748 235545.95710733533, 999727.4542693347 235612.68991351128, 999671.1666522622 235643.85258084536, 999639.2546425909 235661.52019642293))","MN","LP-02607","Yes","Central Harlem – West 130th-132nd Streets Historic District","No","DESIGNATED","DESIGNATED",,"4/17/2018",,"05/29/2018","12/12/2017","3188.9109769592374","424342.9373782632"
"POLYGON ((992953.153513506 232050.75051508844, 992971.2128605843 232083.35609291494, 993027.455530256 232184.90050925314, 993048.2953835875 232222.03888642788, 993107.9238732606 232188.93560616672, 993114.580027923 232200.8620915115, 993150.707252264 232266.08932325244, 993155.0851962566 232263.67364567518, 993242.6713071764 232215.34729875624, 993291.5511306673 232299.69555525482, 993329.1114230007 232368.05270200968, 993411.0531882644 232320.30410984159, 993429.5679150075 232309.45012892783, 993431.3887775093 232308.95144225657, 993433.0423175097 232308.94159975648, 993434.6499258429 232309.32873809338, 993435.9166555852 232309.95865808427, 993437.1958525032 232311.0085247606, 993438.0619925112 232312.13056975603, 993438.5934875011 232313.1869980842, 993542.3728075027 232502.03504559398, 993543.0125700086 232504.78110308945, 993542.8419666737 232508.39658142626, 993541.9462991804 232511.06717975438, 993540.4371158332 232513.4490647614, 993538.4029991776 232515.4011605829, 993533.4653450102 232518.18330726027, 993462.9549873471 232557.01525059342, 993482.4031111747 232593.03519167006, 993533.0499915034 232685.2554796785, 993378.529631257 232770.2139711678, 993428.8661447614 232861.1038812548, 993434.6016975939 232871.44309942424, 993449.5452372581 232898.36069650948, 993488.9011296779 232875.73902258277, 993537.1913874298 232848.72562517226, 993681.8344708383 232770.6762405932, 993779.724695012 232715.84203267097, 993737.9567339271 232641.20209008455, 993657.9273664206 232496.86445225775, 993652.1202914268 232486.73520742357, 993662.2774233371 232480.7079885006, 993740.4275295138 232436.1975788325, 993721.0479750931 232401.39384266734, 993669.7370540947 232309.42945967615, 993734.9249158353 232273.1805164218, 993690.4630625099 232193.49169942737, 993681.0286981761 232176.55997475982, 993724.1257248372 232152.80017974973, 993694.7412691712 232100.91740950942, 993648.7830277532 232018.55307292938, 993670.5536535084 232006.4989631772, 993670.1081163436 232005.69384667277, 993779.7368340939 231944.9931806773, 993940.79425475 231855.81586559117, 994063.6824604273 231787.77335076034, 994153.5661389232 231738.00507758558, 994168.1504273415 231729.85548758507, 994188.4023553431 231766.0420950055, 994215.0870132595 231813.13911367953, 994248.0406875014 231872.60388974845, 994306.0523825139 231976.6391147524, 994349.9663366675 232056.44210475683, 994354.3580601811 232064.24622300267, 994279.5970548391 232106.9026337564, 994298.779759258 232140.95505909622, 994323.666848585 232247.64086933434, 994080.7139224261 232382.74033667147, 993840.5654525906 232516.28009584546, 993880.0991661698 232587.13592524827, 993896.5138315111 232616.44196900725, 993868.7871809304 232631.9491558373, 993888.584057346 232667.2574841678, 993939.5534435958 232759.3117620051, 993963.7351537645 232745.92530584335, 994012.7124180049 232834.3808375895, 994018.3085354269 232844.65968842804, 993967.1258950084 232873.3761664182, 993900.5085741729 232911.709423095, 993795.4070783406 232968.8779439181, 993772.4661793411 232981.73192083836, 993642.2974764258 233054.4243607521, 993562.7786065936 233098.52925942838, 993583.8648505062 233137.54558558762, 993635.1370576769 233230.12184400856, 993744.6066550016 233169.9779354185, 993793.0973716676 233257.53911200166, 993806.3289725035 233281.13092833757, 993815.1350572556 233296.6666584164, 993944.2286310941 233223.91778817773, 993948.4087408334 233231.44303558767, 994035.2881602645 233388.2291393429, 994056.0043261796 233425.21987900138, 994047.732689172 233429.9859455824, 993970.0793011785 233472.46847216785, 993965.3066729307 233464.02262292802, 993914.5180605948 233372.31611342728, 993869.6703812629 233396.850841254, 993826.4378561676 233420.50171259046, 993877.263541922 233512.18788091838, 993882.1523116678 233521.2393720001, 993795.4257790893 233570.2067937553, 993815.7908958346 233606.3537030816, 993866.8554262519 233698.55857117474, 994111.2653705031 233564.85083334148, 994128.2928955108 233555.41121967137, 994181.4135241807 233648.88970725238, 994182.6143091768 233651.7407514155, 994182.8967889249 233654.47696642578, 994182.0500058383 233658.1547805816, 994180.3735000044 233660.7532005906, 994177.6799358428 233662.87918059528, 993954.7532163411 233788.2581949234, 993935.1023370028 233799.3234615028, 993965.9254380912 233853.29218558967, 994011.001791507 233935.31859633327, 994081.1328848451 234057.63298425078, 994159.962779671 234202.2796765864, 994236.6824425012 234341.63766558468, 994307.2840073407 234469.3578825891, 994323.9978846759 234499.27744217217, 994328.0831783414 234506.80137725174, 994328.791838333 234509.5310305953, 994328.864016667 234511.9522855878, 994328.0372466743 234515.47918142378, 994326.7183516771 234518.06447808444, 994325.383052513 234519.41946224868, 994268.2214214206 234550.90594783425, 994180.119563505 234599.22999817133, 994128.0442083478 234628.0380114168, 994126.7253133357 234628.44811558723, 994124.3303050101 234628.7204247564, 994121.6072133332 234628.32344391942, 994119.0940950066 234627.19483725727, 994116.7548608333 234625.1672822535, 994115.4195616692 234623.12988474965, 994010.3193781674 234434.59679725766, 993852.4712686688 234149.3027484268, 993807.4720148444 234069.08571726084, 993777.8224678338 234016.23149225116, 993757.139438346 233979.3614872545, 993673.8390800059 233867.1701105833, 993631.0917901695 233819.95727850497, 993601.0209841728 233786.74376225471, 993564.6102958471 233746.53058809042, 993532.3334574997 233704.06020058692, 993521.4614320099 233687.167189762, 993496.5211931765 233647.6744865924, 993474.0645451695 233610.2608475089, 993449.1800805032 233566.24223475158, 993426.1099166721 233522.761350587, 993417.4058658332 233462.38745558262, 993408.8012242615 233430.22249367833, 993372.6126483381 233294.41863141954, 993362.6881275028 233257.18117308617, 993349.5362509191 233202.9178301692, 993334.8410703391 233148.33460600674, 993325.7144481689 233110.95016634464, 993310.5448590964 233050.62318725884, 993305.5389635861 233030.33156117797, 993295.7115554214 232993.34344616532, 993282.8930115104 232943.71099950373, 993277.9839005917 232922.773377344, 993273.0324669182 232904.44664233923, 993266.5098421723 232884.30035717785, 993256.6289564222 232856.30238167942, 993248.4600095004 232834.62296308577, 993235.4059017599 232805.01016142964, 993226.3481770903 232786.5485841781, 993215.1100105941 232764.2330120057, 993204.1621978432 232744.06540142, 993181.1238580942 232702.52742674947, 993165.3729053438 232673.05307625234, 993157.0851922631 232637.96882884204, 993149.2997747511 232602.13786375523, 993144.9133005887 232563.87744158506, 993139.8030745834 232489.2729320079, 993089.1525853425 232428.89181917906, 993032.6103755832 232372.6685064286, 992956.9140046686 232300.07646000385, 992953.7338929176 232294.4557363391, 992927.6942468435 232244.0588555038, 992848.4404683411 232108.34980933368, 992953.153513506 232050.75051508844))","MN","LP-02584","Yes","Morningside Heights Historic District","No","DESIGNATED","DESIGNATED",,"12/6/2016",,"02/21/2017","09/13/2016","11761.366103147568","1309644.431949934"
"POLYGON ((983900.3848736733 204311.74529767036, 983859.1195362508 204338.9174874276, 983826.0470958352 204359.98765525222, 983793.7653362602 204379.7897810042, 983776.2207519263 204391.33995474875, 983727.7313475907 204423.4681713432, 983685.173033759 204451.0045335889, 983651.4053847641 204472.835526675, 983632.4379030019 204485.0727069229, 983553.4167355895 204361.21206225455, 983472.6849416792 204230.78187692165, 983453.7847170085 204242.88815192878, 983417.7441066802 204266.32314442098, 983418.6417426765 204274.473718673, 983394.9124594182 204277.32607516646, 983374.6090223342 204279.2535647601, 983334.3948639184 204150.36241833866, 983334.5293780863 204147.2554691732, 983335.5037855953 204144.30600000918, 983337.2459080964 204141.7305458337, 983339.8115197569 204139.6078466773, 983353.0824905932 204134.61113750935, 983375.3495064229 204126.69448667765, 983414.3815805912 204113.1052750051, 983410.7168897539 204107.21617917717, 983260.2818231732 203873.69007141888, 983272.9071260095 203865.85675375164, 983357.6835312545 203810.9943306744, 983331.6871921718 203769.79887500405, 983306.6025966704 203730.04928259552, 983282.9018566757 203692.49194300175, 983263.6236800104 203704.88627517223, 983256.2670674175 203693.22816200554, 983309.1541007608 203628.13872525096, 983271.2234023362 203568.09455400705, 983245.3868398368 203528.24227151275, 983183.4962155968 203567.1257239282, 983169.9365314245 203576.91540250182, 983166.6852255911 203577.91933751106, 983163.2862822562 203577.7979466766, 983160.1169972569 203576.56435333192, 983157.7023039311 203574.54992167652, 983156.2849839181 203572.28286583722, 983155.7633314282 203570.7638400048, 983153.961169675 203564.98727676272, 983125.1269097626 203472.56521750987, 983141.2354733348 203462.2768522501, 983225.1844524294 203408.2254511714, 983254.314971596 203389.51223400235, 983189.4410855919 203288.29721334577, 983116.9189209193 203175.9933040887, 983058.6483681798 203085.49053233862, 983055.6388597637 203080.7451350093, 983030.8820195049 203041.59823167324, 982985.0481216758 202969.50585617125, 982966.1528182626 202939.42684808373, 982965.4175835103 202937.16372925043, 982965.0330698341 202934.5577633381, 982965.3247359246 202931.22902983427, 982966.0970440954 202928.8691264242, 982967.2735509276 202926.62864534557, 982968.2886407524 202925.29761125147, 982970.0242015868 202923.65981926024, 982972.2089085132 202922.2005045861, 982988.1632729173 202918.46363542974, 983008.3341643363 202913.15163816512, 983063.6440930963 202899.98106083274, 983106.0071973354 202890.27504350245, 983156.1078189164 202877.71798200905, 983161.2501970977 202886.23929041624, 983192.7708033472 202937.1981780082, 983212.0430745035 202967.62298592925, 983233.4764305949 202953.8457825035, 983235.1102855951 202953.20930084586, 983237.1345597506 202952.91074500978, 983239.4541089237 202953.16336917877, 983241.3635539263 202953.89499500394, 983243.0433405936 202955.0596908331, 983244.0505564213 202956.1194000095, 983248.0026482642 202962.1991122514, 983266.1640292555 202990.5222183317, 983290.318180427 203028.19471517205, 983302.0540493429 203046.49881242216, 983354.9043373466 203128.92909374833, 983368.3974205852 203149.97498342395, 983397.3173102587 203131.1905721724, 983472.7541672587 203080.92197191715, 983487.8335334212 203104.07809358835, 983486.6612916738 203104.85893192887, 983499.545452252 203124.65679259598, 983512.9630763382 203145.2735492587, 983513.2127477527 203145.1068829149, 983527.8685583472 203167.9618240893, 983554.0574823469 203208.80196550488, 983565.6473541707 203226.87706059217, 983567.9596855044 203230.48105600476, 983602.9218859226 203207.29179792106, 983641.1960875839 203267.13026092947, 983645.2351215035 203273.53772842884, 983663.6402684301 203302.01864258945, 983634.551087752 203320.00810791552, 983640.9319805056 203329.95625075698, 983695.9935501665 203416.41670775414, 983723.0197428465 203458.85494308174, 983640.614395842 203511.4197985828, 983631.9139539301 203517.0828450024, 983658.359111011 203559.44758966565, 983667.5185415 203553.6657770872, 983750.4294649214 203500.77808758616, 983763.7293070853 203521.6619040817, 983778.0714700073 203544.18252833188, 983695.1605465859 203597.0705459267, 983685.6599094272 203603.1879877597, 983710.3475240916 203642.7400740087, 983720.2543284297 203636.47401042283, 983780.9202175885 203597.77592508495, 983791.3919814229 203614.21880559623, 983802.6052135974 203631.82671000063, 983812.9651010036 203648.09406591952, 983813.5973175913 203647.69085150957, 983823.2662615031 203662.8735639155, 983826.6819370836 203660.6950905919, 983863.4210368395 203637.25944192708, 983919.012461096 203724.5519182533, 983936.8526485115 203752.3746972531, 983913.9793346673 203767.182410419, 983919.7742705941 203776.24735292792, 983944.262410596 203814.26696191728, 983972.4204907566 203857.98308183253, 983985.9257130921 203878.95023150742, 983994.080552429 203891.61129541695, 983999.4630875885 203899.96790599823, 984012.72979334 203920.5646495819, 984026.5703168362 203942.05312366784, 983943.0931215882 203995.89455142617, 983934.7230595946 204001.43981592357, 983967.208558917 204052.5558554232, 983994.2144104242 204095.05019301176, 984027.0594890863 204146.73217625916, 984034.693332091 204141.78467959166, 984119.8440804183 204086.86385767162, 984133.6521236748 204108.3021350056, 984146.9296561778 204128.91593892872, 984149.7065535039 204127.124932006, 984160.2098133415 204143.24530659616, 984074.808737427 204198.05228358507, 984073.7326240838 204199.112977013, 984072.514778763 204200.00733217597, 984033.5138725042 204225.29107426107, 984032.1654500067 204225.99415683746, 983989.37879017 204253.47507300973, 983900.3848736733 204311.74529767036))","MN","LP-02590","Yes","Sullivan-Thompson Historic District","No","DESIGNATED","DESIGNATED",,"November 29, 2016",,"12/13/2016","11/01/2016","5713.041072506655","760413.9868417796"
"POLYGON ((988341.6535501778 207988.18676367402, 988367.1630135924 207973.96074225008, 988444.5680425018 207930.79416191578, 988465.4466096759 207968.50143559277, 988462.8022579998 207969.97584208846, 988482.5594363362 208005.65785734355, 988407.798431009 208047.3497030884, 988382.3083245009 208061.92250858247, 988341.6535501778 207988.18676367402))","MN","LP-01559","Yes","Gramercy Park Historic District Extension","Yes","DESIGNATED","DESIGNATED",,"11/12/1985",,"07/12/1988",,"403.91472509355197","9772.385725033184"
"POLYGON ((981790.1158002615 200303.9153868407, 981830.0891455114 200371.79878126085, 981861.8059455901 200424.77472516894, 981886.4315525144 200466.00069259107, 981914.1349091679 200512.41562600434, 981959.5724823475 200485.96817234159, 981996.5146656781 200464.01644459367, 982044.2347145975 200543.61897566915, 981777.6932529211 200703.19444392622, 981780.0803872645 200720.57203383744, 981781.3123401701 200729.0779223442, 981782.8126652539 200739.0470625013, 981785.4376600087 200757.1562782526, 981788.0626547635 200775.2654940039, 981790.6876495034 200793.37503783405, 981793.0626447499 200810.01542450488, 981793.3123161793 200811.46883367002, 981795.9373109192 200829.5780494213, 981798.562305674 200847.68759325147, 981801.1876285076 200865.79680900276, 981801.437628001 200867.3906378448, 981803.8126232624 200883.9063528329, 981806.4376180023 200902.0155685842, 981808.0327591747 200910.92073450983, 981813.1866202503 200943.72480276227, 981819.4930380881 200939.6047322601, 981993.541574508 200838.6971256733, 982009.7784186751 200865.80501109362, 982114.1167926788 201039.99790416658, 982120.0751140863 201049.9552333355, 982200.0126182586 201002.38347809017, 982256.6115864217 200968.10500334203, 982297.4507435858 200943.38753308356, 982313.3401475102 200973.28904809058, 982416.4508336782 201166.63118109107, 982422.2346147597 201177.47499142587, 982549.4981397539 201390.0959572494, 982601.022314921 201476.3152730018, 982603.536745593 201480.52228559554, 982362.6507444233 201510.48712067306, 982394.3245655894 201751.59129725397, 982311.6377230883 201764.89179559052, 981901.9105241746 201814.1761458367, 981910.024353087 201851.49595308304, 981936.697528094 202073.62805475295, 981723.5060253441 202099.87931458652, 981705.150090918 202102.1398087591, 981643.0097952634 202110.39602583647, 981556.9502560943 202121.83005808294, 981538.382051751 202124.2972447574, 981536.8745088428 202124.4973755926, 981489.3624647558 202124.97440876067, 981483.529143095 202085.5994874984, 981478.6571055949 202049.46767000854, 981459.4215797633 201906.5775358379, 981450.8815705925 201836.3709833324, 981432.9518164247 201695.69541166723, 981430.1007722616 201673.50713583827, 981420.2024980932 201602.25727833807, 981394.752745837 201397.25440751016, 981378.0690521747 201262.87803584337, 981369.3791089207 201194.80402500927, 981358.8771614283 201124.41046500206, 981344.6383447498 201013.39034584165, 981334.2299010009 200940.23990158737, 981311.2657080889 200808.840230003, 981288.9527605921 200694.19150917232, 981245.2724017501 200472.82318550348, 981261.3412672579 200463.14571142197, 981334.1918433458 200419.9066246748, 981350.2295409292 200444.6559190005, 981381.4873524308 200491.95274041593, 981401.6552910954 200479.41109883785, 981465.8523411751 200440.94824925065, 981486.4592553377 200428.64545233548, 981492.9625231773 200439.45940709114, 981514.3742257506 200426.55424916744, 981507.409672752 200414.97290749848, 981636.8191908449 200338.2099376768, 981608.1932638437 200290.6437598318, 981593.3940808475 200265.59722200036, 981678.2121526748 200215.10322850943, 981677.6875474304 200188.29685167968, 981677.7190434188 200187.74632783234, 981677.7498832643 200187.20302183926, 981677.7498832643 200186.64462400973, 981677.4651069194 200181.3746214211, 981676.6875494272 200168.57805909216, 981675.62521559 200150.3280955851, 981674.811240837 200137.12635034323, 981674.3886695057 200130.1654062569, 981673.437555924 200113.8281685859, 981672.3125581741 200095.59362500906, 981671.250224337 200077.343661502, 981663.8660527617 199974.22706983984, 981688.7780764252 199959.94789892435, 981696.2416441739 199955.4698895067, 981721.1261088401 199999.99998417497, 981727.9039824307 200011.4245020002, 981729.5594909191 200014.21452267468, 981747.3199540973 200044.1501583457, 981749.4456060082 200047.7334845066, 981781.8044651747 200102.27471400797, 981791.8638282567 200119.23071683943, 981804.0606542528 200139.78841850162, 981848.9565618336 200215.8417440951, 981871.4880128354 200254.01161526144, 981834.3975358456 200276.31931342185, 981790.1158002615 200303.9153868407))","MN","LP-01713","Yes","Tribeca West Historic District","No","DESIGNATED","DESIGNATED","BOUNDARIES DIFFER FROM TIME OF PUBLIC HEARING","6/13/1989","9/4/1991","05/07/1991",,"7048.179318016085","1383360.395410514"
